,title,ingredients,instructions,author,date,rating,times,servings,image,category,Ing. Prices,Price,Ing. Nutr
48,Ruth's Eggplant Caponata,"['2 tablespoons olive oil', '1 pound Japanese or other small eggplant, cut into 1/2-inch cubes', '1  onion, chopped', '3 cloves garlic, minced', '1 teaspoon dried oregano', '¼ teaspoon ground cinnamon', '¼ teaspoon ground allspice', '½ teaspoon salt', '½ teaspoon black pepper', '1 (14.5 ounce) can fire-roasted diced tomatoes', '1 cup water', '⅓ cup dry red wine', '1  bay leaf', '2 tablespoons white sugar', '3 tablespoons capers, drained', '2 tablespoons red wine vinegar']","['Heat oil in a large skillet over medium-high heat. Cook eggplant, onion, garlic, oregano, cinnamon, allspice, salt, and pepper, stirring frequently, until onion is slightly browned, 7 to 8 minutes.', 'Reduce heat to medium and add tomatoes, water, wine, and bay leaf. Simmer, stirring frequently, until eggplant is tender and mixture is thickened, 13 to 15 minutes. Remove from heat and stir in sugar, capers, and vinegar. Let cool 30 minutes, then discard bay leaf. Serve at room temperature or chilled.']",RuthE,"Updated on June 19, 2020",4.4,"[{'Prep Time': '20 mins'}, {'Cook Time': '20 mins'}, {'Additional Time': '30 mins'}, {'Total Time': ' 1 hr 10 mins'}, {'Yield': '12 servings'}]",12,https://www.allrecipes.com/thmb/OZjlTYnOhN10IkKQhI1zK_hAEl4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4170905-84fe1ed898cb43039c858d654ea21c85.jpg, Antipasti,"['$0.33', '$1.50', '$0.24', '$0.20', '$0.10', '$0.02', '$0.05', '$0.03', '$1.32', '$1.04', '$0.02', '$0.03', '$0.93', '$0.15']",5.96,"{'calories': '693', 'protein': '10g', 'total_fat': '29g', 'carbs': '88g'}"
49,Magaricz,"['¼ cup olive oil', '1  large eggplant, peeled and coarsely chopped', '1 medium red bell pepper, cut into thin strips', '1  green bell pepper, cut into thin strips', '1 large onion, diced', '1 cup coarsely shredded carrot', '  salt to taste', '  crushed red pepper flakes']","['Place eggplant in a colander, lightly salt, and leave to drain for about 45 minutes.', 'Heat olive oil in a large skillet over medium high heat. Add eggplant, red and green bell peppers, onion, and carrot; stir to coat. Reduce heat to low, and cook for 40 minutes, stirring occasionally, or until mixture resembles the consistency of coarse jam. Season to taste with salt and red pepper flakes.', 'Cover, and chill at least 1 hour. Serve chilled as a condiment with your favorite bread or crackers.']",Karen Cooke,"Updated on July 14, 2022",4.5,"[{'Prep Time': '20 mins'}, {'Cook Time': '40 mins'}, {'Additional Time': ' 1 hr'}, {'Total Time': ' 2 hrs'}, {'Yield': '10 servings'}]",10,https://www.allrecipes.com/thmb/zhizbP5NYKhaFqPlL9dHWXYzhr8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/662915-ca5ac10067f94d77944f333b6b629f2a.jpg, Antipasti,"['$0.64', '$1.52', '$0.60', '$0.36', '$0.33', '$0.22', '$0.10']",3.77,"{'calories': '764', 'protein': '9g', 'total_fat': '56g', 'carbs': '66g'}"
50,Zucchini Pizza Bites,"['2 zucchini, sliced into 1/4-inch thick rounds', '1/4 cup pizza sauce, or more to taste', '20 slices pepperoni, or more to taste', '1/2 cup shredded mozzarella cheese, or as needed', 'Italian seasoning, dried parsley, or oregano for sprinkling (Optional)']","['Preheat the oven to 375 degrees F (190 degrees C). Line a baking sheet with parchment paper.', 'Spread zucchini slices in 1 layer on the prepared baking sheet.', 'Bake in the preheated oven until zucchini is tender, about 15 minutes.', 'Spoon pizza sauce over each zucchini slice and top with pepperoni and mozzarella cheese. Sprinkle herbs over each.', 'Bake in the preheated oven until cheese is melted, about 5 minutes more.']",Sara Bellum,"Updated on June 6, 2023",4.7,"[{'Prep Time': '10 mins'}, {'Cook Time': '20 mins'}, {'Total Time': '30 mins'}]",6,https://www.allrecipes.com/thmb/8TIJ7RHWMHJdkz1zy5JpE9dPKWE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4496846-63ca8f98f7ca4d029bd11098dd59c6bd.jpg, Appetizers and Snacks,"['$1.12', '$0.24', '$0.60', '$0.86', '$0.05']",2.87,"{'calories': '453', 'protein': '25g', 'total_fat': '32g', 'carbs': '17g'}"
51,Satay Sauce,"['1 (10 ounce) can coconut milk', '½ cup crunchy peanut butter', '½ small onion, grated', '1 tablespoon dark soy sauce', '2 teaspoons brown sugar', '½ teaspoon red pepper flakes']","['Combine coconut milk, peanut butter, onion, soy sauce, brown sugar, and pepper flakes in a saucepan over medium heat. Bring to a boil, stirring frequently. Remove from heat, and keep warm.']",SMTUNE,"Updated on April 26, 2023",4.4,"[{'Prep Time': '5 mins'}, {'Cook Time': '5 mins'}, {'Total Time': '10 mins'}, {'Yield': '1 1/2 cups'}]",12,https://www.allrecipes.com/thmb/GrQMKZpsS5xbah1FmJodIWR_W-k=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/45446satay-saucefabeveryday4x3-61777a9a019b4d96bc8ed73f393d4905.jpg, Appetizers and Snacks,"['$1.73', '$0.46', '$0.08', '$0.12', '$0.03', '$0.05']",2.47,"{'calories': '1469', 'protein': '39g', 'total_fat': '132g', 'carbs': '56g'}"
52,Smoked Corn on the Cob,"['4 ears corn on the cob, silks removed', '  mesquite wood chips', '2 tablespoons butter, melted', '1 tablespoon chopped fresh cilantro', '1  lime, zested', '½  lime, juiced', '1 teaspoon smoked paprika', '  salt and ground black pepper to taste']","['Place corn back in their husks in a large pot of water and soak for 2 hours. Soak wood chips in another container of water for about 30 minutes.', ""Preheat a smoker to 250 degrees F (120 degrees C). Place corn, unstacked, onto wire racks. Place the racks into the smoker. Add wood chips according to the manufacturer's directions. Smoke until corn reaches your desired level of tenderness, 60 to 75 minutes."", 'Combine butter, cilantro, lime zest, lime juice, and paprika in a small bowl. Peel back the husks and brush corn with butter mixture. Season with salt and pepper.']",Elizabeth,"Updated on March 21, 2023",5.0,"[{'Prep Time': '10 mins'}, {'Cook Time': ' 1 hr'}, {'Additional Time': ' 2 hrs'}, {'Total Time': ' 3 hrs 10 mins'}]",4,https://www.allrecipes.com/thmb/NnIQR-1gHiiXUgubpnOEB4spu4c=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5535740-smoked-corn-on-the-cob-Elizabeth-4x3-1-48fd44d800ea4d029bc8a47ecbf1162c.jpg, Appetizers and Snacks,"['$3.32', '$0.24', '$0.01', '$5.58', '$0.13', '$0.24']",9.52,"{'calories': '542', 'protein': '12g', 'total_fat': '28g', 'carbs': '77g'}"
53,Chicken-Stuffed Poblano Peppers,"['4  poblano pepper, halved and seeded', '3 tablespoons olive oil, divided', '1 teaspoon kosher salt, divided', '1 ½ cups finely chopped yellow onion', '5 medium cloves garlic, finely chopped', '1 teaspoon ground cumin', '½ teaspoon smoked paprika', '1 (10 ounce) can diced tomatoes with green chiles (such as RO*TEL)', '1 (15 ounce) can black beans, drained and rinsed', '4 ounces cream cheese, cut into cubes', '3 cups shredded cooked chicken', '1 ½ cups shredded pepper jack cheese, divided', '1 ½ cups shredded sharp white Cheddar cheese, divided', '¼ cup corn chips (such as Fritos®, crushed', '2 tablespoons chopped fresh cilantro', '  lime wedges for serving']","['Preheat the oven to 425 degrees F (220 degrees C). Position a rack in the center position of the oven and line a baking sheet with aluminum foil.', 'Place halved peppers, cut-side down, on the prepared baking sheet (leave stems on) and drizzle evenly with 1 tablespoon olive oil. Season inside and outside of peppers with 1/2 teaspoon salt.', 'Bake in the preheated oven until peppers are almost tender and starting to brown, about 15 minutes.', 'Meanwhile, heat remaining 2 tablespoons olive oil in a large skillet over medium-high heat. Add onion and cook, stirring occasionally, until soft and translucent, about 6 minutes. Add garlic, cumin, and paprika, and cook, stirring constantly, until fragrant, about 1 minute. Add tomatoes and cook, stirring occasionally, until most of the liquid has evaporated, about 4 minutes. Add beans and stir until heated through, about 1 minute.', 'Remove onion mixture from heat. Add cream cheese and stir until melted, about 2 minutes. Stir in chicken, 1/2 cup each pepper jack and white Cheddar, and season with remaining 1/2 teaspoon salt.', ""Spoon about 1/2 to 2/3 cup chicken mixture into each pepper half (depending on size of the pepper). Mix together corn chips and remaining 1 cup each pepper jack and white Cheddar in a small bowl. Top peppers evenly with cheese-chip mixture (it's okay if cheese spills onto the baking sheet)."", 'Bake until the cheese has melted and peppers are tender, about 8 minutes. Without removing peppers, turn oven to broil and broil until cheese is starting to brown in spots, about 3 minutes.', 'Remove from oven and let cool slightly, about 5 minutes. Place 2 stuffed peppers and any cheese that has melted onto the baking sheet, onto each of 4 serving plates and garnish with cilantro. Serve with lime wedges.']",Marianne Williams,"Updated on March 3, 2023",5.0,"[{'Active Time': '20 mins'}, {'Bake Time': '30 mins'}, {'Total Time': '35 mins'}]",4,https://www.allrecipes.com/thmb/JGMZuzMplLs1IpPJG18kcURF9pE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/Chicken_Stuffed_Poblano_Peppers_4x3-STEP_096-1-ca9ac11bd0c54b8ab8493b782012fa40.jpg, Appetizers and Snacks,"['$4.22', '$0.50', '$0.53', '$0.33', '$0.13', '$0.12', '$0.35', '$0.76', '$1.17', '$2.10', '$2.78', '$2.85', '$0.19', '$0.03']",16.06,"{'calories': '3571', 'protein': '230g', 'total_fat': '228g', 'carbs': '156g'}"
54,Air Fryer Reuben-Inspired Mozzarella Sticks,"['8  egg roll wrappers', '8 teaspoons Dijon mustard', '8  slices deli corned beef', '8 tablespoons sauerkraut, rinsed and well drained', '8  mozzarella string cheese sticks', '  olive oil cooking spray', '½ cup thousand island salad dressing, or to taste']","['Preheat the air fryer to 390 degrees F (195 degrees C).', 'Set out egg roll wrappers point side down onto a clean work surface, facing you. Spread each wrapper with Dijon mustard to within about 1/2 inch of the edges. Place a slice of corned beef in the center, and top with drained sauerkraut.', 'Place a mozzarella stick on the bottom pointed end, tightly roll up about halfway. Fold in the sides, and continue rolling until just before you reach the end. Dip your finger in water, rub around the top point of the wrapper, and finish rolling to seal the wrapper.', 'Lightly spritz the air fryer basket with olive oil spray or line with a parchment liner. Place the mozzarella sticks seam side down into the basket, making sure not to overcrowd. Lightly spray each wrapper with olive oil spray.', 'Cook until golden brown, 6 to 8 minutes. You may have to cook in 2 batches depending on the size of your air fryer. Serve immediately with thousand island dressing as a dip.']",lutzflcat,"Published on February 24, 2023",2.0,"[{'Prep Time': '15 mins'}, {'Cook Time': '8 mins'}, {'Total Time': '23 mins'}, {'Yield': '8 mozzarella sticks'}]",8,https://www.allrecipes.com/thmb/qPCnTZcJ4V0aL2uluvTmlYtHZUs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8544429-Air-Fryer-Reuben-Inspired-Mozzarella-Sticks-04a1747020a6455b851c280cbaf70e5e.jpg, Appetizers and Snacks,"['$0.71', '$0.40', '$0.12', '$0.38', '$5.36', '$0.98']",7.95,"{'calories': '1480', 'protein': '63g', 'total_fat': '96g', 'carbs': '93g'}"
55,Midnight Nutella Dip,"['5 tablespoons chocolate-hazelnut spread (such as Nutella®)', '2 tablespoons milk', '1 teaspoon honey', '¼ teaspoon vanilla extract']","['Combine chocolate-hazelnut spread, milk, honey, and vanilla extract in a small microwave-safe container.', 'Heat in microwave oven for 1 minute.', 'Stir the dip with a toothpick until somewhat smooth; let cool for 2 minutes before eating.']",Kahlista,"Updated on February 17, 2023",4.8,"[{'Prep Time': '5 mins'}, {'Cook Time': '1 mins'}, {'Additional Time': '2 mins'}, {'Total Time': '8 mins'}, {'Yield': '1 cup'}]",4,https://www.allrecipes.com/thmb/ufkKISvDF7DV9oGRPH2ozNDg0dg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1275746-5157c42df04f463cb4a6c6ee63b19eb6.jpg, Appetizers and Snacks,"['$1.02', '$0.04', '$0.09', '$0.07']",1.22,"{'calories': '540', 'protein': '6g', 'total_fat': '28g', 'carbs': '65g'}"
56,Chinese Sweet Bun Dough,"['½ cup white sugar', '1 cup warm milk (110 degrees F/45 degrees C)', '1 tablespoon active dry yeast', '4 cups bread flour', '2  eggs, beaten (divided)', '6 tablespoons vegetable oil', '2 teaspoons salt', '2 teaspoons water', '1 teaspoon sesame seeds for garnish (divided) (Optional)']","['Whisk milk and sugar together in a large mixing bowl until sugar is dissolved. Stir in yeast, and let stand until a frothy layer forms on the milk, about 10 minutes. Stir in flour, most of the beaten eggs (reserve about 1 tablespoon of egg in a small bowl for later), vegetable oil, and salt; mix well until thoroughly combined.', 'Turn dough out onto a well-floured work surface, and knead until smooth and elastic, about 10 minutes. The dough should be slightly sticky. Place the dough into a large oiled bowl, cover with a damp cloth or plastic wrap, place the bowl in a warm spot, and let rise until doubled, 2 to 3 hours.', 'Line a baking sheet with parchment paper.', 'Remove dough from the bowl, and knead it briefly to punch down, about 1 minute. Roll dough out into a rope, and cut it into 12 equal-sized pieces. Roll each piece into a ball, and use your fingers to flatten each ball into a disk about 5 to 6 inches in diameter.', 'Place about 2 tablespoons of your favorite bun filling in the center of the dough circle, and bring the edges of dough up over the filling. Pinch and twist the top together to seal in filling. Make sure there are no open spots. Place each filled bun seam-side down on the parchment paper while you finish making the rest of the buns. Cover the filled buns with plastic wrap, and let them rise for 30 minutes.', 'Preheat oven to 350 degrees F (175 degrees C). Beat reserved beaten egg with water until combined; brush the top of each bun with egg wash and sprinkle a few sesame seeds on top.', 'Bake buns in the preheated oven until the tops are browned and shiny, turning the baking sheet around halfway through baking, for 20 to 30 minutes. Serve warm.']",GAUSSSHAWN,"Updated on January 20, 2023",4.6,"[{'Prep Time': '30 mins'}, {'Cook Time': '20 mins'}, {'Additional Time': ' 2 hrs 30 mins'}, {'Total Time': ' 3 hrs 20 mins'}, {'Yield': '12 buns'}]",12,https://www.allrecipes.com/thmb/ifJZ_UE0kyTzaEZ6jcx8aDdA2MA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7676458-84d57312b0604a26a2f0e3ef99c2121d.jpg, Appetizers and Snacks,"['$0.14', '$0.33', '$0.15', '$0.87', '$0.48', '$0.33', '$0.01', '$0.08']",2.39,"{'calories': '3208', 'protein': '80g', 'total_fat': '107g', 'carbs': '476g'}"
57,Creamy Whipped Feta,"['8 ounces chopped feta cheese', '¾ cup Greek yogurt', '1 clove garlic, minced', '½ teaspoon lemon zest', '  freshly ground black pepper to taste', '3 tablespoons olive oil, divided', '1 tablespoon minced oil-packed dried tomatoes', '1 tablespoon pine nuts', '1 tablespoon minced fresh parsley']","['Gather all ingredients.', 'Combine feta cheese, Greek yogurt, garlic, lemon zest, and black pepper in a food processor.', 'Pulse several times to combine. With motor running, slowly drizzle in 2 tablespoons olive oil until dip is smooth and creamy, approximately 1 minute, scraping down the sides of the bowl as needed.', 'Transfer mixture to a bowl or onto a plate and top with sun-dried tomatoes, pine nuts, and parsley. Drizzle with remaining olive oil and serve.']",France C,"Updated on May 31, 2023",4.3,"[{'Prep Time': '15 mins'}, {'Total Time': '15 mins'}]",10,https://www.allrecipes.com/thmb/4CvAnuRqYDGZ0AlSsY74-ODsGks=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8457754-creamy-whipped-feta-DDMFS-4x3-1163-web-9f2c6d1f3b994d6e9115703e23401c6b.jpg, Appetizers and Snacks,"['$5.35', '$1.07', '$0.07', '$0.08', '$0.50', '$0.33', '$0.54', '$0.16']",8.1,"{'calories': '1150', 'protein': '50g', 'total_fat': '98g', 'carbs': '19g'}"
58,Loaded Reuben Totchos,"['1 (32 ounce) package frozen fried potato nuggets', '6 ounces corned beef, chopped (1 cup)', '½ cup sauerkraut, drained', '1 cup shredded Swiss cheese (4 oz.)', '1 cup shredded Colby and Monterey Jack cheese (4 oz.)', '½ cup Thousand Island salad dressing', '1 tablespoon spicy brown mustard', '2 tablespoons chopped green onion', '¼ teaspoon caraway seeds, toasted']","['Preheat the oven to 450 degrees F (230 degrees C). Line a baking sheet with foil.', 'Spread potato nuggets on prepared baking sheet. Bake until golden brown, 28 to 32 minutes.', 'Top potato nuggets with corned beef, sauerkraut, Swiss cheese, and Colby and Monterey Jack cheese. Bake until cheese is melted, 5 to 8 minutes.', 'Drizzle with Thousand Island dressing and mustard. Sprinkle with green onion and caraway seeds.']",Juliana Hale,"Published on January 18, 2023",5.0,"[{'Prep Time': '15 mins'}, {'Cook Time': '35 mins'}, {'Total Time': '50 mins'}]",12,https://www.allrecipes.com/thmb/hRFylwRzG9AEtRWkCPJsSgbHo64=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4x3-GOLDMAN_ALR0323_Apps_Totchos_2549-2a02d23179df42b1913e21d028e8853b.jpg, Appetizers and Snacks,"['$1.21', '$1.74', '$0.23', '$1.62', '$1.51', '$0.98', '$0.07', '$0.08', '$0.06']",7.5,"{'calories': '2316', 'protein': '95g', 'total_fat': '133g', 'carbs': '186g'}"
59,Feta-Spinach Puff Pastry Bites,"['  nonstick cooking spray', '1 sheet frozen puff pastry, thawed in the refrigerator', '¾ cup mayonnaise', '1 (6 ounce) container crumbled feta cheese', '½ cup freshly grated Parmesan cheese', '1 (10 ounce) package frozen chopped spinach, thawed and drained', '2 cloves garlic, minced', '¼ teaspoon ground black pepper']","['Preheat the oven to 375 degrees F (180 degrees C). Spray cups of a 24-cup mini muffin pan (or 2 12-cup mini muffin pans) with nonstick cooking spray.', 'Roll out the thawed but cold puff pastry sheet on a lightly floured surface into a rectangle using a rolling pin. Cut into 24 (approximately 2 1/2-inch) squares using a pizza cutter. Lightly press puff pastry squares into each cup of the prepared mini muffin pan and prick with the tines of a fork.', 'Mix the mayonnaise, feta cheese, Parmesan cheese, spinach, garlic, and pepper together in a bowl.', 'Spoon feta-spinach mixture evenly into the cups, being careful not to overflow the cups.', 'Bake in the preheated oven until pastry is puffed and the corners are golden brown, 15 to 16 minutes.', 'Cool in the pan on a wire rack for 5 minutes before transferring the bites to a serving dish.']",fabeveryday,"Published on September 8, 2022",5.0,"[{'Prep Time': '15 mins'}, {'Cook Time': '15 mins'}, {'Cool Time': '5 mins'}, {'Total Time': '35 mins'}, {'Yield': '24 puff pastry bites'}]",24,https://www.allrecipes.com/thmb/3PgLzxD9D_7f0d2__ckHZqMUUHg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/Feta-Spinach-Puff-Pastry-Bites-fabeveryday-9aa534d8ba2a48f5aa36570dcc2c63b5.jpg, Appetizers and Snacks,"['$0.02', '$2.45', '$0.85', '$4.01', '$1.05', '$1.92', '$0.13', '$0.01']",10.44,"{'calories': '3253', 'protein': '69g', 'total_fat': '272g', 'carbs': '138g'}"
60,Bacon-Wrapped Cherries,"['36  maraschino cherries, stemmed, drained and juice reserved', '18 slices bacon slices, halved ', '36  toothpicks']","[""Set the oven rack about 6 inches from the heat source and preheat the oven's broiler."", 'Wrap each cherry with a bacon half, secure with a toothpick, and arrange on a baking sheet. Drizzle reserved cherry juice over wrapped cherries.', 'Broil in the preheated oven until bacon is crisped to your liking, 3 to 10 minutes.']",Aaron Jones,"Updated on December 22, 2022",4.7,"[{'Prep Time': '20 mins'}, {'Cook Time': '5 mins'}, {'Total Time': '25 mins'}]",18,https://www.allrecipes.com/thmb/GygB8feaGgJAWyuJgvJfpnMfs8A=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2186577-9102777d2a364b1ba5056e6014b9b0ad.jpg, Appetizers and Snacks,"['$1.29', '$5.09']",6.38,"{'calories': '1948', 'protein': '50g', 'total_fat': '157g', 'carbs': '80g'}"
61,TikTok Shrimp Sushi Bake Cups,"['  cooking spray', '3 sheets nori (dry seaweed), quartered', '1 ½ cups warm cooked sushi rice', '1 teaspoon seasoned rice vinegar', '⅓ cup Japanese mayonnaise (such as Kewpie®)', '1 tablespoon Sriracha chile sauce', '1 tablespoon seasoned rice vinegar', '1 tablespoon soy sauce', '1 pound uncooked medium shrimp, peeled and deveined', '⅓ cup seasoned panko bread crumbs', '1 tablespoon canola oil', '½ tablespoon white sesame seeds, toasted', '½ tablespoon black sesame seeds', '2 tablespoons thinly sliced scallions', '½  avocado, finely chopped']","['Preheat the oven to 400 degrees F (200 degrees C). Lightly spray a muffin tin with cooking spray.', 'Spread rice in an even layer on a rimmed baking sheet to cool slightly, and sprinkle with 1 teaspoon of the rice vinegar.', 'Stir together mayonnaise, Sriracha, and remaining 1 tablespoon rice vinegar in a medium bowl, until combined. Transfer 1/4 cup of the mayonnaise mixture to a separate small bowl; reserve for later.', 'Stir soy sauce into remaining mayonnaise mixture in medium bowl; stir in shrimp until coated.', 'Place a nori square into each prepared muffin cup. With damp hands, toss rice on rimmed baking sheet to separate grains. Top each nori square with about 2 1/2 tablespoons of rice, and press into bottom of muffin cup. Top each with about 3 shrimp; discard any remaining mayonnaise mixture from bowl of shrimp.', 'Stir together panko and canola oil in a small bowl. Bake shrimp cups in preheated oven 8 minutes; remove from oven, and sprinkle with a large pinch of panko mixture. Return to oven, and bake until shrimp are cooked through and panko is golden, 6 to 7 minutes longer.', 'Carefully remove cups from muffin tin and place on a platter. Drizzle with reserved mayonnaise mixture, sprinkle with white and black sesame seeds and scallions; top with avocado. Serve hot.']",Karen Rankin,"Updated on December 29, 2022",4.5,"[{'Prep Time': '30 mins'}, {'Bake Time': '15 mins'}, {'Total Time': '45 mins'}, {'Yield': '12 cups'}]",6,https://www.allrecipes.com/thmb/JvqG5kZyXUjmw4K-uzCqsgOIM1I=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/ShrimpTempuraSushiBakeCups_ddmfs_382-5070a8ae15404e70922e6d5df0d9a3d5.jpg, Appetizers and Snacks,"['$0.62', '$0.47', '$0.02', '$0.38', '$0.14', '$0.07', '$0.12', '$9.06', '$0.19', '$0.04', '$0.15', '$0.09', '$0.08', '$0.75']",12.18,"{'calories': '1579', 'protein': '105g', 'total_fat': '92g', 'carbs': '83g'}"
62,Spinach Feta Brownies,"['½ cup butter, melted, divided', '1 (10 ounce) package frozen chopped spinach, thawed and squeezed dry', '1 tablespoon olive oil', '1  onion, chopped', '1 cup all-purpose flour', '1 teaspoon baking powder', '1 teaspoon salt', '1 cup milk', '2 large eggs', '1 tablespoon French herb blend', '4 ounces feta cheese, crumbled', '4 ounces shredded mozzarella cheese', '2 tablespoons grated Pecorino Romano cheese', '  fresh parsley for garnish (optional)']","['Preheat the oven to 375 degrees F (190 degrees C). Use about 1 tablespoon of the melted butter to grease a 7x11-inch baking dish.', 'Heat olive oil in a non-stick skillet over medium heat. Add onions to the hot oil and cook, stirring frequently, until onions are soft and beginning to turn clear, 3 to 4 minutes. Remove skillet from heat and add spinach. Stir spinach into the onions, breaking up any large clumps.', 'Stir together flour, baking powder, and salt in a large bowl.', 'Combine milk and eggs in a small bowl, whisking until milk and eggs are fully incorporated. Drizzle in remaining melted butter, while continuing to stir. Add to flour mixture and stir until there are no lumps.', 'Fold in spinach mixture, French herbs, feta cheese, and mozzarella. Do not over-mix. Pour into the prepared dish, using a spatula to smooth and level the surface. Sprinkle grated Pecorino Romano evenly over the top.', 'Bake in the center of the preheated oven until the top is browned, 40 to 45 minutes. Test for doneness with a wooden pick inserted into the middle. The dish is done, if the pick comes out clean.', 'Allow to cool for 10 to 15 minutes.', 'Cut into 18 brownies and garnish with fresh parsley to serve.']",Bibi,"Published on December 21, 2022",5.0,"[{'Prep Time': '15 mins'}, {'Cook Time': '45 mins'}, {'Cool Time': '15 mins'}, {'Total Time': ' 1 hr 15 mins'}, {'Yield': '18 spinach feta brownies'}]",18,https://www.allrecipes.com/thmb/edXZPeLBND8o7yFGZg_rSzKFGo0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1671306912Spinach20Brownies20with20Feta20Cheese-5bc10174f5aa40358561dc5d1ca27f18.jpeg, Appetizers and Snacks,"['$0.97', '$1.92', '$0.17', '$0.24', '$0.17', '$0.03', '$0.33', '$0.55', '$2.67', '$1.74', '$0.20']",8.99,"{'calories': '2528', 'protein': '91g', 'total_fat': '179g', 'carbs': '148g'}"
63,Spooky Spider Halloween Hot Dogs,"['1 (8 ounce) can refrigerated crescent rolls', '8  hot dogs', '2 tablespoons ketchup, or to taste']","['Preheat the oven to 375 degrees F (190 degrees C).', 'Unroll crescent dough. Pinch or press the perforation between the triangles to get four rectangular pieces. Cut rectangles in half lengthwise, making eight narrow strips.', 'Make a 2-inch slice through the center of one end of a hot dog. Cut two more 2-inch slices on either side of that slice, so the ""legs"" are about the same thickness. Repeat on other end. Cut ""legs"" into remaining hot dogs.', 'Roll a crescent strip around center of each dog. Place spider dogs on an ungreased baking sheet.', 'Bake in the preheated oven until golden brown, about 11 minutes. Dip a chopstick into some ketchup and dot ""eyes"" onto each spider. Serve with remaining ketchup.']",fabeveryday,"Updated on March 23, 2023",5.0,"[{'Prep Time': '20 mins'}, {'Cook Time': '15 mins'}, {'Total Time': '35 mins'}, {'Yield': '8 spider dogs'}]",8,https://www.allrecipes.com/thmb/zrd0YB7QcbiXg1ji3fMZmqavUv8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5702913-460fc015e47a4b838fc2df884b8e02d4.jpg, Appetizers and Snacks,"['$3.32', '$1.54', '$0.11']",4.97,"{'calories': '1713', 'protein': '46g', 'total_fat': '102g', 'carbs': '165g'}"
64,Air-Fryer Veggie Sticks,"['1 pound assorted root vegetables (carrots, parsnips, beets, onions, and or sweet potatoes) peeled and cut into bite-size pieces', '1 tablespoon olive oil', '1 teaspoon seasoning blend', '¼ teaspoon salt', '¼ teaspoon freshly ground black pepper', '½ cup plain Greek-style yogurt', '1 teaspoon lemon zest', '1 tablespoon lemon juice', '1 tablespoon chopped fresh herbs', '⅛ teaspoon salt', '⅛ teaspoon freshly ground black pepper']","['Preheat an air fryer to 400 degrees F (200 degrees C). Add root vegetables to a large bowl and toss with oil, seasoning, 1/4 teaspoon salt, and 1/4 teaspoon pepper.', 'Working in batches as needed, spread out sticks in the air-fryer basket.', 'Air-fry, turning or stirring halfway through, until sticks are tender and golden, about 18 minutes.', 'Stir together yogurt, citrus zest, citrus juice, herbs, 1/8 teaspoon salt, and 1/8 teaspoon pepper in a small bowl for the dip. Serve dip with veggie sticks.']",dinehaus,"Published on November 16, 2022",5.0,"[{'Prep Time': '15 mins'}, {'Cook Time': '18 mins'}, {'Total Time': '33 mins'}]",4,https://www.allrecipes.com/thmb/M-9pVLEUVc5Btmf4LIrqcw2TLpo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/PASSANO_ALR0123_Bright_Ideas_4753-4x3-1-8ecfc8792cc64da39d2a05b655202884.jpg, Appetizers and Snacks,"['$1.83', '$0.17', '$0.01', '$0.71', '$0.17', '$0.10', '$0.17']",3.16,"{'calories': '545', 'protein': '16g', 'total_fat': '16g', 'carbs': '90g'}"
